duration,retry_count,status,error_type,message
112.83,1,error,data_quality,"Great Expectations checkpoint failed for inventory_snapshot: null_rate=0.28, duplicate_keys=6018 job_id=job_98288_c7b63b"
183.97,0,success,none,Airflow DAG zipcode_metrics_refresh completed successfully for table inventory_snapshot; rows=1610458 duration=183.97s job_id=job_57059_d99648 ts=2026-04-16T04:58:15Z
382.52,2,failed,timeout,Spark executor heartbeat timeout while writing crm.leads; stage=59 retry=2; java.net.SocketTimeoutException: Read timed out
242.85,3,error,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_90760_7be124"
998.07,0,error,dbt_error,Database Error in model dim_user: relation source_events does not exist
84.83,2,warning,dbt_error,Database Error in model stg_events_clickstream: relation source_orders does not exist | attempt=3 hostname=worker-14 memory_mb=7141
248.24,0,warning,data_quality,"Great Expectations checkpoint failed for analytics.session_rollup: null_rate=0.21, duplicate_keys=2573 job_id=job_61949_9a89d2"
192.06,3,timeout,missing_file,Airflow sensor dbt_marts_run.wait_for_file failed: gs://bucket/raw/inventory_snapshot/2026-04-11.csv missing
384.18,3,success,upstream_dependency,Upstream dependency kafka_orders delayed; skipping daily_orders_ingest for warehouse.shipments; job_id=job_49537_a9841c
3463.36,3,warning,none,Airflow DAG zipcode_metrics_refresh completed successfully for table raw.orders; rows=1669308 duration=3463.36s job_id=job_11807_f23756 ts=2026-04-02T02:12:05Z
413.42,0,success,none,task=billing_export_load.load target=warehouse.shipments status=OK run_id=job_41278_c97c2b committed partitions=20 at 2026-04-03T15:49:08Z
85.13,3,warning,none,Glue DAG customer_dim_build completed successfully for table crm.leads; rows=700031 duration=85.13s job_id=job_69663_e9a0aa ts=2026-04-02T18:11:24Z
1858.11,1,degraded,none,Spark DAG inventory_sync completed successfully for table fact_orders; rows=221003 duration=1858.11s job_id=job_20208_953f15 ts=2026-04-04T18:16:43Z
321.35,3,timeout,schema_mismatch,"dbt contract error in model stg_events_clickstream: missing column updated_at, extra column legacy_code"
538.91,0,success,none,task=customer_dim_build.load target=warehouse.shipments status=OK run_id=job_22527_11d0a1 committed partitions=4 at 2026-04-21T14:21:28Z
273.58,2,warning,schema_mismatch,"dbt contract error in model stg_events_clickstream: missing column updated_at, extra column legacy_code"
486.6,0,degraded,upstream_dependency,HTTP 503 from upstream service during extract for raw.orders; circuit breaker open; retry=0
284.67,1,degraded,none,Spark DAG dbt_marts_run completed successfully for table stg.payments; rows=1030976 duration=284.67s job_id=job_68459_59a2c1 ts=2026-04-02T22:21:32Z
112.62,1,success,none,Spark DAG payment_recon completed successfully for table analytics.session_rollup; rows=2290607 duration=112.37s job_id=job_10342_a948e4 ts=2026-04-02T23:57:02Z
511.57,4,error,none,task=clickstream_spark_job.load target=stg.payments status=OK run_id=job_51681_abef44 committed partitions=46 at 2026-04-23T13:03:46Z | attempt=5 hostname=worker-2 memory_mb=8134
118.81,2,success,none,task=daily_orders_ingest.load target=dim_user status=OK run_id=job_29360_57277a committed partitions=5 at 2026-04-05T04:02:18Z
146.44,1,timeout,upstream_dependency,HTTP 503 from upstream service during extract for warehouse.shipments; circuit breaker open; retry=1
195.87,0,failed,upstream_dependency,HTTP 503 from upstream service during extract for raw.customers; circuit breaker open; retry=0 | attempt=1 hostname=worker-2 memory_mb=10175
14.19,6,failed,schema_mismatch,Schema validation failed for dim_user: expected column customer_id INT but found STRING; job_id=job_73273_8e8cd5 ts=2026-04-14T23:47:53Z | attempt=7 hostname=worker-19 memory_mb=18523
131.81,0,success,none,task=dbt_marts_run.load target=stg.payments status=OK run_id=job_72071_6480d7 committed partitions=6 at 2026-04-10T14:28:16Z
257.18,1,success,none,task=fraud_features_etl.load target=stg_events.clickstream status=OK run_id=job_60738_d7525c committed partitions=37 at 2026-04-14T19:29:50Z
452.43,2,success,timeout,SLA miss: upstream batch still running after 452.43s for inventory_sync; marked timeout job_id=job_18783_7fc478
239.13,1,degraded,upstream_dependency,HTTP 503 from upstream service during extract for fact_orders; circuit breaker open; retry=1
1562.6,3,failed,none,dbt DAG customer_dim_build completed successfully for table crm.leads; rows=2166443 duration=1562.6s job_id=job_67896_7f44c8 ts=2026-04-27T14:49:28Z
3690.63,1,failed,timeout,dbt task daily_orders_ingest exceeded execution_timeout after 3690.63s; last heartbeat lost; job_id=job_58819_4fecdf table=raw.customers ts=2026-04-15T06:27:56Z
20.21,3,success,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_11109_620924"
211.73,0,success,none,task=dbt_marts_run.load target=dim_user status=OK run_id=job_95998_3a606b committed partitions=16 at 2026-04-21T10:52:43Z
2514.94,2,error,none,Dagster DAG inventory_sync completed successfully for table analytics.session_rollup; rows=759818 duration=2514.94s job_id=job_49347_3c9eb0 ts=2026-04-27T23:56:34Z
114.78,0,error,upstream_dependency,HTTP 503 from upstream service during extract for analytics.session_rollup; circuit breaker open; retry=0
2021.45,3,error,timeout,SLA miss: upstream batch still running after 2021.45s for payment_recon; marked timeout job_id=job_21539_8ba325
1.64,5,error,upstream_dependency,External dependency not ready: watermark behind by 31 minutes for pipeline=fraud_features_etl
376.66,0,warning,data_quality,"row_count anomaly for raw.customers: expected 100k-130k, observed 13791; quarantined batch"
470.11,2,success,data_quality,"Great Expectations checkpoint failed for stg_events.clickstream: null_rate=0.23, duplicate_keys=437 job_id=job_63707_959307"
77.54,4,degraded,data_quality,"Great Expectations checkpoint failed for raw.orders: null_rate=0.30, duplicate_keys=14363 job_id=job_98705_c4e394"
81.14,1,success,none,task=payment_recon.load target=raw.orders status=OK run_id=job_64529_b07f82 committed partitions=40 at 2026-04-16T20:42:52Z
6743.32,2,error,dbt_error,Database Error in model warehouse_shipments: relation source_customers does not exist
7.22,1,success,none,
312.38,0,success,none,task=crm_delta_merge.load target=analytics.session_rollup status=OK run_id=job_57624_bdfc15 committed partitions=36 at 2026-04-27T08:06:58Z
434.36,1,success,none,Dagster DAG dbt_marts_run completed successfully for table raw.customers; rows=799425 duration=434.36s job_id=job_35679_2449d6 ts=2026-04-28T14:18:17Z
368.2,3,degraded,upstream_dependency,HTTP 503 from upstream service during extract for stg.payments; circuit breaker open; retry=3
589.08,1,success,none,task=fraud_features_etl.load target=stg.payments status=OK run_id=job_93476_d28f51 committed partitions=37 at 2026-04-04T12:49:28Z
419.0,0,success,none,Spark DAG daily_orders_ingest completed successfully for table billing.invoices; rows=2354219 duration=419.0s job_id=job_69322_407e00 ts=2026-04-28T20:27:27Z | attempt=1 hostname=worker-9 memory_mb=7166
465.31,2,warning,none,task=clickstream_spark_job.load target=crm.leads status=OK run_id=job_35362_a6b617 committed partitions=48 at 2026-04-06T02:42:40Z
1503.46,3,degraded,none,task=inventory_sync.load target=billing.invoices status=OK run_id=job_51662_9fcb77 committed partitions=11 at 2026-04-06T18:57:16Z
547.47,2,timedout,none,"dbt model crm_leads finished: PASS, freshness within SLA, invocation_id=job_99463_6918c7"
396.23,0,sucess,upstream_dependency,Upstream dependency crm_api delayed; skipping billing_export_load for analytics.session_rollup; job_id=job_36945_19a6ac
2204.5,2,error,schema_mismatch,Spark AnalysisException: Cannot resolve column 'event_ts' in input schema for pipeline=customer_dim_build table=crm.leads
3496.1,4,warning,none,Airflow DAG inventory_sync completed successfully for table analytics.session_rollup; rows=2402235 duration=3496.1s job_id=job_82551_904c0a ts=2026-04-05T04:29:12Z
2389.76,0,success,none,task=customer_dim_build.load target=billing.invoices status=OK run_id=job_98039_680298 committed partitions=22 at 2026-04-04T07:11:15Z
4.45,0,success,none,Spark DAG billing_export_load completed successfully for table warehouse.shipments; rows=1941406 duration=4.45s job_id=job_57118_b02ffe ts=2026-04-24T12:04:18Z
1238.28,0,success,data_quality,"row_count anomaly for mart.revenue_daily: expected 100k-130k, observed 13001; quarantined batch"
297.85,0,success,none,"dbt model stg_events_clickstream finished: PASS, freshness within SLA, invocation_id=job_18239_410274"
548.98,2,error,data_quality,"Great Expectations checkpoint failed for dim_user: null_rate=0.44, duplicate_keys=9221 job_id=job_73191_298547"
157.55,0,success,none,task=payment_recon.load target=crm.leads status=OK run_id=job_92515_5672fc committed partitions=12 at 2026-04-19T05:20:49Z
1393.56,3,timeout,dbt_error,dbt test failed: accepted_values on dim_user.status returned 466 failures
253.71,0,degraded,permision,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_73192_c87dd7"
357.44,0,success,none,"dbt model billing_invoices finished: PASS, freshness within SLA, invocation_id=job_57925_00f289"
474.86,2,success,none,"dbt model crm_leads finished: PASS, freshness within SLA, invocation_id=job_61000_828974"
411.29,3,degraded,none,"dbt model mart_revenue_daily finished: PASS, freshness within SLA, invocation_id=job_88579_211442"
241.11,4,degraded,data_quality,DQ rule violation in zipcode_metrics_refresh: negative amount detected in stg_events.clickstream; bad_rows=5571
2.63,0,failed,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_40137_2a42e7"
1220.34,0,degraded,none,Spark DAG zipcode_metrics_refresh completed successfully for table stg_events.clickstream; rows=2066466 duration=1220.34s job_id=job_30446_d237f1 ts=2026-04-04T02:51:27Z
331.35,0,success,none,task=payment_recon.load target=fact_orders status=OK run_id=job_25776_dcfbcf committed partitions=44 at 2026-04-15T11:29:33Z
178.58,0,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_39958_144c48"
50.12,2,success,none,task=customer_dim_build.load target=inventory_snapshot status=OK run_id=job_53864_66b500 committed partitions=23 at 2026-04-12T20:24:06Z
142.17,3,warning,none,"dbt model dim_user finished: PASS, freshness within SLA, invocation_id=job_90256_ba15e8"
1231.71,1,success,dbt_error,dbt run failed on model raw_customers: Compilation Error near line 66; invocation_id=job_81884_49323e
1573.05,0,success,none,task=payment_recon.load target=inventory_snapshot status=OK run_id=job_80685_2dc4f4 committed partitions=28 at 2026-04-20T16:37:20Z
13.91,4,success,none,Airflow DAG dbt_marts_run completed successfully for table inventory_snapshot; rows=2299448 duration=13.91s job_id=job_66418_6b4834 ts=2026-04-20T08:25:05Z
449.61,2,success,none,task=clickstream_spark_job.load target=fact_orders status=OK run_id=job_33908_f5c6c4 committed partitions=18 at 2026-04-04T23:11:18Z
482.69,6,success,none,task=daily_orders_ingest.load target=inventory_snapshot status=OK run_id=job_20515_fa3049 committed partitions=5 at 2026-04-05T02:02:25Z
577.31,3,success,none,Prefect DAG daily_orders_ingest completed successfully for table stg.payments; rows=833587 duration=577.31s job_id=job_82034_6defa7 ts=2026-04-09T17:31:15Z
1346.17,2,timeout,upstream_dependency,HTTP 503 from upstream service during extract for analytics.session_rollup; circuit breaker open; retry=2
4210.71,1,warning,timeout,Dagster task dbt_marts_run exceeded execution_timeout after 4210.71s; last heartbeat lost; job_id=job_82682_eee680 table=inventory_snapshot ts=2026-04-17T05:38:39Z
205.72,1,warning,upstream_dependency,HTTP 503 from upstream service during extract for dim_user; circuit breaker open; retry=1
401.4,1,degraded,none,"dbt model warehouse_shipments finished: PASS, freshness within SLA, invocation_id=job_17641_7a2378"
2707.65,1,success,upstream_dependency,External dependency not ready: watermark behind by 308 minutes for pipeline=payment_recon
5744.75,2,success,data_quality,DQ rule violation in daily_orders_ingest: negative amount detected in mart.revenue_daily; bad_rows=2535
438.29,2,success,none,"dbt model stg_payments finished: PASS, freshness within SLA, invocation_id=job_85527_be5ade"
102.5,0,success,none,task=payment_recon.load target=stg_events.clickstream status=OK run_id=job_98294_1b19b9 committed partitions=33 at 2026-04-13T16:13:27Z
349.23,1,success,none,dbt DAG fraud_features_etl completed successfully for table warehouse.shipments; rows=2416075 duration=349.23s job_id=job_41760_a31bfc ts=2026-04-25T15:39:29Z
5613.16,2,success,timeout,N/A
336.05,1,success,none,Glue DAG daily_orders_ingest completed successfully for table stg.payments; rows=252199 duration=336.05s job_id=job_86415_fbe3a1 ts=2026-04-17T01:34:59Z
378.41,0,failed,none,"dbt model stg_events_clickstream finished: PASS, freshness within SLA, invocation_id=job_83490_55983f"
4412.1,1,error,schema_mismatch,Schema validation failed for fact_orders: expected column customer_id INT but found STRING; job_id=job_60096_f7fc39 ts=2026-04-22T22:17:54Z
546.77,2,success,none,dbt DAG zipcode_metrics_refresh completed successfully for table analytics.session_rollup; rows=610446 duration=546.77s job_id=job_51614_7345ea ts=2026-04-18T04:18:37Z | attempt=3 hostname=worker-6 memory_mb=1370
225.17,1,success,none,"dbt model inventory_snapshot finished: PASS, freshness within SLA, invocation_id=job_89260_277461"
3200.32,4,failed,schema_mismatch,Spark AnalysisException: Cannot resolve column 'event_ts' in input schema for pipeline=billing_export_load table=fact_orders
532.37,2,success,none,dbt DAG crm_delta_merge completed successfully for table mart.revenue_daily; rows=1944471 duration=532.37s job_id=job_65372_8de58d ts=2026-04-02T18:49:20Z
480.94,1,success,none,Airflow DAG customer_dim_build completed successfully for table raw.customers; rows=2146164 duration=480.94s job_id=job_68903_1d4027 ts=2026-04-03T19:04:17Z
2.84,0,success,none,"dbt model crm_leads finished: PASS, freshness within SLA, invocation_id=job_70115_9cbee5"
33.97,1,success,none,task=dbt_marts_run.load target=crm.leads status=OK run_id=job_21495_4202b3 committed partitions=40 at 2026-04-14T06:29:23Z
1587.63,1,warning,none,"dbt model stg_events_clickstream finished: PASS, freshness within SLA, invocation_id=job_17626_ebe85c"
602.85,0,success,none,Prefect DAG customer_dim_build completed successfully for table analytics.session_rollup; rows=1466618 duration=602.85s job_id=job_37175_f0cc8c ts=2026-04-14T15:04:29Z
408.4,3,success,none,Glue DAG payment_recon completed successfully for table raw.orders; rows=1939820 duration=408.4s job_id=job_30366_642738 ts=2026-04-28T19:33:01Z
6313.09,1,success,timeout,SLA miss: upstream batch still running after 6313.09s for inventory_sync; marked timeout job_id=job_14145_b6d71a | attempt=2 hostname=worker-16 memory_mb=16897
894.75,6,error,missing_file,Airflow sensor payment_recon.wait_for_file failed: gs://bucket/raw/billing.invoices/2026-04-23.csv missing
174.5,0,success,none,Dagster DAG daily_orders_ingest completed successfully for table raw.customers; rows=1335902 duration=174.5s job_id=job_83351_f6685a ts=2026-04-07T19:45:10Z
504.16,1,success,none,Spark DAG inventory_sync completed successfully for table crm.leads; rows=1953347 duration=504.16s job_id=job_53559_c561bc ts=2026-04-23T19:25:24Z
523.44,1,failed,upstream_dependency,External dependency not ready: watermark behind by 174 minutes for pipeline=daily_orders_ingest
421.03,0,success,none,"dbt model fact_orders finished: PASS, freshness within SLA, invocation_id=job_81372_09294e | attempt=1 hostname=worker-20 memory_mb=12928"
488.76,1,success,none,"dbt model analytics_session_rollup finished: PASS, freshness within SLA, invocation_id=job_79632_33ec26"
1677.73,4,error,schema_mismatch,Schema validation failed for raw.orders: expected column customer_id INT but found STRING; job_id=job_87353_21affb ts=2026-04-11T13:56:13Z | attempt=5 hostname=worker-21 memory_mb=1026
3180.46,4,timeout,upstream_dependency,External dependency not ready: watermark behind by 230 minutes for pipeline=zipcode_metrics_refresh
5432.71,2,error,timeout,Spark executor heartbeat timeout while writing mart.revenue_daily; stage=84 retry=2; java.net.SocketTimeoutException: Read timed out
13.92,1,success,none,task=zipcode_metrics_refresh.load target=warehouse.shipments status=OK run_id=job_18050_5ecc4d committed partitions=48 at 2026-04-19T06:09:21Z
146.47,3,timeout,dbt_error,dbt test failed: accepted_values on stg_events.clickstream.status returned 300 failures
